	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Sceptre of Cardolan (1s):	300		313		522																		3046				12			1879354425																																						Pocket	BeCaChGu	105		49	4	12		1	5,6	
Seed of Defiance (1s):	300				391	352												5700									12			1879354499																																						Pocket	LoMiRu	105		49	4	12		1	5,6	
Serrated Sword of Mordor's Bane	330		563		1044														6566	6792							4			1879352644																									1,0%													Melee	CaChGu	115		44	3	14			7	
Serrated Sword of the Expedition's Vanguard	330		689		835									2707	13127												4			1879352499																									1,0%													Melee	CaChGu	115		44	3	14			7	
Serrated Sword of the Last Alliance	326		535		991														6238	6452							4			1879352526																									1,0%													Melee	CaChGu	106		44	3	14			7	
Serrated Sword of the Towers	326		654		793									2572	12471												4			1879352682																									1,0%													Melee	CaChGu	106		44	3	14			7	
Sharp Dagger of Mordor's Bane	330		563		1044														6566					6091			4			1879352584																																						Melee	BeCaChGu	115		10	3	15			7	
Sharp Dagger of the Expedition's Vanguard	330		689		835		501							2707													4			1879352757																																						Melee	BeCaChGu	115		10	3	15			7	
Sharp Dagger of the Last Alliance	326		535		991														6238					5787			4			1879352495																																						Melee	BeCaChGu	106		10	3	15			7	
Sharp Dagger of the Towers	326		654		793		476							2572													4			1879352442																																						Melee	BeCaChGu	106		10	3	15			7	
Sharp Falchion of Mordor's Bane	330		563		1044															6792			9746				4			1879352626																									1,0%													Melee	CaChGu	115		44	3	14			7	
Sharp Falchion of the Expedition's Vanguard	330		689		835									2707	13127												4			1879352774																									1,0%													Melee	CaChGu	115		44	3	14			7	
Sharp Falchion of the Last Alliance	326		535		991															6452			9259				4			1879352720																									1,0%													Melee	CaChGu	106		44	3	14			7	
Sharp Falchion of the Towers	326		654		793									2572	12471												4			1879352792																									1,0%													Melee	CaChGu	106		44	3	14			7	
Sharp Skean of Mordor's Bane	330		563		1044														6566					6091			4			1879352801																																						Melee	BeCaChGu	115		10	3	15			7	
Sharp Skean of the Expedition's Vanguard	330		689		835		501							2707													4			1879352487																																						Melee	BeCaChGu	115		10	3	15			7	
Sharp Skean of the Last Alliance	326		535		991														6238					5787			4			1879352639																																						Melee	BeCaChGu	106		10	3	15			7	
Sharp Skean of the Towers	326		654		793		476							2572													4			1879352773																																						Melee	BeCaChGu	106		10	3	15			7	
Sharp Stilleto of Mordor's Bane	330			563	1044														6566					6091			4			1879352580																																						Melee	BuHuWa	115		10	3	15			7	
Sharp Stilleto of the Expedition's Vanguard	330			689	835		501							2707													4			1879352572																																						Melee	BuHuWa	115		10	3	15			7	
Sharp Stilleto of the Last Alliance	326			535	991														6238					5787			4			1879352769																																						Melee	BuHuWa	106		10	3	15			7	
Sharp Stilleto of the Towers	326			654	793		476							2572													4			1879352528																																						Melee	BuHuWa	106		10	3	15			7	
Sharp Sword of Mordor's Bane	330			563	1044														6566	6792							4			1879352715																									1,0%													Melee	BuHuWa	115		44	3	14			7	
Sharp Sword of the Expedition's Vanguard	330			689	835									2707	13127												4			1879352770																									1,0%													Melee	BuHuWa	115		44	3	14			7	
Sharp Sword of the Last Alliance	326			535	991														6238	6452							4			1879352456																									1,0%													Melee	BuHuWa	106		44	3	14			7	
Sharp Sword of the Towers	326			654	793									2572	12471												4			1879352489																									1,0%													Melee	BuHuWa	106		44	3	14			7	
Shield of the Last Alliance	326	10944		297	793															10324		12152				5788				1879347839																																						Shield	Wa	106		33	4	55			7,3	
Shield of the Towers	326	10944		535	595									2572						10324		8680								1879347834																																						Shield	Wa	106		33	4	55			7,1	
Shoes of Biting Wit (4s):	222	806				80		391																						1879357457																																						Feet	Ru	105		23	3	0	8192	4	7	
Shoes of Osgiliath's Fury	315	3556			848	1017								2200																1879357275																																						Feet	Lo			23	3	0	512		7	
Shoes of the Ancients	300	2520			391	352	156							2030													8			1879358342																																						Feet	LoMiRu	106		23	4	0			5,6	
Shoes of the Faded Age	323	3679			571	514	228							2964													8			1879356921																																						Feet	LoMiRu	115		23	4	0			5,6	
Shoes of the Fallen Kings	300	2520			391	352								2030				4560									8			1879358336																																						Feet	LoMiRu	106		23	4	0			5,6	
Shoes of the Last Alliance	326	3830			595	535								3086				5746									8			1879347996																																						Feet	LoMiRu	112		23	4	0			5,6	
Shoes of the Old Kingdom	323	3679			571	514								2964				5609									8			1879356846																																						Feet	LoMiRu	115		23	4	0			5,6	
Shoes of the Osgiliath Animal-friend	315	3556			848	1017											3892													1879357294																																						Feet	Lo			23	3	0	512		7	
Shoes of the Osgiliath Cleanser	315	3556			848	1017											3892													1879357280																																						Feet	Ru			23	3	0	8192		7	
Shoes of the Osgiliath Peace-caller	315	3556			848	1017											3892													1879357361																																						Feet	Ru			23	3	0	8192		7	
Shoes of the Osgiliath Skald	315	3556			848	1017								2200																1879357408																																						Feet	Mi			23	3	0	1024		7	
Shoes of the Osgiliath Song-protector	315	3556			848	1017											3892													1879357298																																						Feet	Mi			23	3	0	1024		7	
Shoes of the Osgiliath Thunder-caller	315	3556			848	1017								2200																1879357424																																						Feet	Ru			23	3	0	8192		7	
Shoes of the Osgiliath Watcher	315	3556			848	1017											3892													1879357343																																						Feet	Mi			23	3	0	1024		7	
Shoes of the Towers	326	3830			595	535	238							3086													8			1879347909																																						Feet	LoMiRu	112		23	4	0			5,6	
Shoes of the Wise (2s):	326	4158												2572						6452						8103		4		1879359778																																						Feet	LoMiRu	115		23	3	0		2	7	
Shoulderpads of Osgiliath's Fury	315	2667			424	1017	254							2200																1879357265																																						Shoulders	Lo			6	3	0	512		7	
Shoulderpads of the Osgiliath Animal-friend	315	2667			424	1017								2200			3892													1879357410																																						Shoulders	Lo			6	3	0	512		7	
Shoulderpads of the Osgiliath Berserker	315	3334	1017		424		254							2200																1879357385																																						Shoulders	Ch			6	3	13	16		7	
Shoulderpads of the Osgiliath Blade	315	3334	1017		424		254							2200																1879357373																																						Shoulders	Gu			6	3	13	128		7	
Shoulderpads of the Osgiliath Bowmaster	315	3001		1017	424		254							2200																1879357367																																						Shoulders	Hu			6	3	3	256		7	
Shoulderpads of the Osgiliath Champion	315	3334	254		1696																4399,2					4950				1879357281																																						Shoulders	Ch			6	3	13	16		7	
Shoulderpads of the Osgiliath Charge	315	3334	1017		424		254							2200																1879357319																																						Shoulders	Ca			6	3	13	8		7	
Shoulderpads of the Osgiliath Claw	315	3001	916		593		254							2200																1879357304																																						Shoulders	Be			6	3	3	1		7	
Shoulderpads of the Osgiliath Cleanser	315	2667			424	1017								2200			3892													1879357419																																						Shoulders	Ru			6	3	0	8192		7	
Shoulderpads of the Osgiliath Defender	315	3334	254		1696		254																			4950				1879357292																																						Shoulders	Gu			6	3	13	128		7	
Shoulderpads of the Osgiliath Fist	315	3001		1017	424									2200		3892														1879357328																																						Shoulders	Wa			6	3	3	131072		7	
Shoulderpads of the Osgiliath Gambler	315	3001		1017	424									2200		3892														1879357318																																						Shoulders	Bu			6	3	3	4		7	
Shoulderpads of the Osgiliath Healer	315	3334	1017		424		254							2200																1879357428																																						Shoulders	Ca			6	3	13	8		7	
Shoulderpads of the Osgiliath Hide	315	3001	254		1696																			4949		4950				1879357430																																						Shoulders	Be			6	3	3	1		7	
Shoulderpads of the Osgiliath Huntsman	315	3001		1017	424									2200		3892														1879357351																																						Shoulders	Hu			6	3	3	256		7	
Shoulderpads of the Osgiliath Knife	315	3001		1017	424		254							2200																1879357262																																						Shoulders	Bu			6	3	3	4		7	
Shoulderpads of the Osgiliath Leader	315	3334	254		1696																			4949		4950				1879357263																																						Shoulders	Ca			6	3	13	8		7	
Shoulderpads of the Osgiliath Mischief-maker	315	3001		1017	424			1682								3892														1879357426																																						Shoulders	Bu			6	3	3	4		7	
Shoulderpads of the Osgiliath Peace-caller	315	2667			424	1017								2200			3892													1879357307																																						Shoulders	Ru			6	3	0	8192		7	
Shoulderpads of the Osgiliath Roar	315	3001	916		593									2200			3892													1879357325																																						Shoulders	Be			6	3	3	1		7	
Shoulderpads of the Osgiliath Shadow-fighter	315	3334	254		1696																			4949		4950				1879357398																																						Shoulders	Gu			6	3	13	128		7	
